YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf,SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR,SNDR,P [W],fs [Hz],OSR,fsnyq_w,fsnyq,FOMW_lf [fJ/conv-step],FOMW_hf,FOMS_lf [dB],FOMS_hf_ab,FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)"
2003,18.3,NQ,"Flash, TI",0.18,A 2GS/s 6b ADC in 0.18µm CMOS,"A 2 GS/s 6-bit ADC with time-interleaving is demonstrated in 0.18 ?m CMOS. Three cross-connected and pre-distorted reference voltages improve the averaging performance. Circuit techniques enabling an SNDR of 30 dB at Nyquist input frequency and a FOM of 3.5 pJ per conversion step are discussed, and experimental results validating the simulated performance metrics are presented.","Xicheng Jiang, Zhengyu Wang, and M. Frank Chang,", , ,0.5,,1000000000,30,,,,35,30,0.31,2000000000,1,2000000000,155,,6000.549015,,125.0863831,3.00E-06,218.096683
2003,18.4,NQ,Pipe,0.18,A 69mW 10b 80MS/s pipelined CMOS ADC,"A 10 b 80 MHz pipelined ADC with an active area of 1.85 mm2 is realized in a 0.18 ?m dual gate oxidation CMOS process and achieves 72.8 dBc SFDR, 57.92 dB SNR, and 9.29 ENOB for a 100 MHz input at full sampling rate. The ADC shares an amplifier between two successive pipeline stages in order to achieve a power consumption of 69 mW at 3 V.","Byung-Moo Min, Peter Kim, David Boisvert, and Arlo Aude", , ,1.85,,40000000,58.2276,58.9,,68.4,70.6,58.2276,0.069,80000000,1,80000000,862.5,,1294.487152,,145.859709,1.62E-05,224.8906089
2003,18.5,NQ,Pipe,0.18,A 10b 150MS/s 123mW 0.18µm CMOS pipelined ADC,"A 10 b 150 MHz multi-bit-per-stage single-channel CMOS pipelined ADC, incorporating temperature- and supply-insensitive CMOS references and improved gate-bootstrapping techniques for a wideband SHA, achieves a SNDR of 52 dB and SFDR of 65 dB at 150 MS/s. The ADC, fabricated in 0.18 ?m CMOS, occupies an active die area of 2.2 mm2 and consumes 123 mW at 1.8 V. ","Sang-Min Yoo, Jong-Bum Park, Hee-Suk Yang, Hyuen-Hee Bae, Kyoung-Ho Moon, Ho-Jin Park, Seung-Hoon Lee, and Jae-Hwui Kim,", , ,2.2,,75000000,52,,,,65,52,0.123,150000000,1,150000000,820,,2520.945885,,139.8515615,1.68E-05,221.6124741
2003,18.6,NQ,Pipe,0.35,A 12b 75MS/s pipelined ADC using open-loop residue amplification,"The multi-bit first stage of a 12 b 75 MS/s pipelined ADC uses an open-loop gain stage to achieve more than 60% residue amplifier power savings over a conventional implementation. Statistical background calibration removes linear and nonlinear residue errors in the digital domain. The prototype IC achieves 68.2 dB SNR, -76 dB THD, occupies 7.9 mm2 in 0.35 ?m CMOS and consumes 290 mW at 3 V.",Boris Murmann and Bernhard E. Boser, , ,7.9,,37500000,67,,,,76,67,0.29,75000000,1,75000000,3866.666667,,2113.545809,,148.1163327,2.82E-05,226.8669453
2003,18.7,NQ,Pipe,0.35 BiCMOS,Impact of dielectric relaxation on a 14b pipeline ADC in 3V SiGe BiCMOS,"Dielectric relaxation in PECVD SiN capacitors of a 45 GHz 0.4 ?m SiGe BiCMOS process degrades performance even at low frequencies. In the design of pipelined 14 b 70 MS/s ADC, the effects of dielectric relaxation are identified via behavioral/circuit simulations and ad-hoc tests. After LPCVD oxide capacitors are introduced, a 5.3×5.3 mm2 test chip delivers 72 dB SNR, 81 dBc SFDR, and 11.5 ENOB at 70 MS/s with a 1 MHz input. The IC dissipates 1 W from 3.3 V. ","Alfio Zanchi, Frank Tsay, and Ioannis Papantonopoulos", , ,25,,35000000,72.796,,,,81,72.796,1,70000000,1,70000000,14285.71429,,4006.341919,,148.2366804,5.72E-05,226.6876608
2003,23.6,OS,SDCT,0.25,A 700/900mW/channel CMOS dual analog front-end IC for VDSL with integrated 11.5/14.5dBm line drivers,"A dual-channel analog front-end for ANSI/ETSI standards compliant VDSL in 0.25/0.5?m 1P 5M CMOS is presented. The chip includes a non-linearity cancelling multi-path line driver achieving -76dBc 3rd harmonic distortion at 12MHz, a 75mW continuous-time multi-bit 3rd-order self-calibrating ?? ADC, a 14b current-steering DAC with PSD mask post filter, a 0-35dB variable-gain amplifier with adjustable hybrid, and a 12ps jitter LC PLL.","Moyal, M.; Groepl, M.; Werker, H.; Mitteregger, G.; Schambacher, J.", , ,31,,12000000,,79,,,,79,0.075,240000000,10,24000000,3125,,429.0077723,,161.0411998,1.79E-05,234.8433122
2004,4.1,OS,SDCT,0.18,A cascaded continuous-time ?? modulator with 67dB dynamic range in 10MHz bandwidth,A 2-2 cascaded ?? modulator with continuous-time loop filters and 4b quantizers is presented. The dynamic range is 67dB in a 10MHz bandwidth at a 160MS/s with a full-scale input range of 200mVrms. Inherent anti-aliasing filtering is over 50dB. The 0.18?m CMOS chip measures 1.7mm2 and draws 68mA from a 1.8V supply. ,"Breems, L.J.",, ,1.7,,10000000,,63,67,,,63,0.1224,160000000,8,20000000,6120,,5302.080089,,142.1221858,0.000265104,215.1324858
2004,4.2,OS,SDSC,0.18,A 25 MS/s 14 b 200 mW ?? modulator in 0.18 ?m CMOS,"Sampled at 200 MHz, a 5th-order 4 b-quantizer single-loop ?? modulator achieves a 25 MS/s conversion rate with 84 dB DR and 82 dB SNR, a performance suitable for VDSL. Implemented in 0.18 ?m CMOS, the 0.95 mm2 chip has a power consumption of 200 mW from a 1.8 V supply. ","Balmelli, P.; Qiuting Huang", , ,0.95,,12500000,72,82,84,,,72,0.2,200000000,8,25000000,8000,,2458.895116,,149.9588002,9.84E-05,223.9382003
2004,4.3,OS,SDSC,0.18,?? ADC with finite impulse response feedback DAC,"A continuous-time 1 b ?? ADC with a finite impulse response DAC in the feedback path is presented. The FIRDAC reduces the susceptibility to clock jitter by 18 dB while maintaining linearity. S/N ratio is 77 dB in a 1 MHz bandwidth, and IM2 and IM3 are 77 dB and 82 dB, respectively. The 0.18 ?m CMOS chip consumes 6.0 mW.","Putter, B.M.",, ,0.2,,1100000,77.01,77.3,,,,77.01,0.006,281600000,128,2200000,2727.272727,,470.8186132,,159.6424143,0.000214008,223.0666412
2004,4.4,OS,SDCT,0.13,A 0.9 V 1.5 mW continuous-time ?? modulator for WCDMA,"A second-order continuous-time ?? modulator for a WCDMA RX is implemented with inverter-based OTAs, enabling operation at a voltage of 0.9 V. The OTAs are balanced by using CMFB. The modulator consumes only 1.5 mW and occupies 0.12 mm2 in a 0.13 ?m CMOS process. SNDR is 50.9 dB over a bandwidth of 1.92 MHz. ","Ueno, T.; Itakura, T.", , ,0.12,,1920000,50.9,53.2,54,,,50.9,0.00135,61440000,16,3840000,351.5625,,1226.754602,,142.4296746,0.000319467,208.2729868
2004,4.5,OS,SDSC,0.09,A 1 V 88 dB 20 kHz ?? modulator in 90 nm CMOS,"A third-order single-loop SC ?? modulator is realized in a standard 90 nm digital CMOS technology. The modulator achieves 88 dB dynamic range for a 20 kHz signal bandwidth with an OSR of 100. Power consumption is 140 ?W from a 1 V supply, and the chip core size is 0.18 mm2. ","Yao, L.; Steyaert, M.; Sansen, W.", , ,0.18,,20000,81,85,88,,,81,0.00014,4000000,100,40000,3500,,381.6569872,,162.5490196,0.009541425,208.5696195
2004,4.6,OS,SDSC,0.13,A power optimized 14-bit SC ?? modulator for ADSL CO applications,"A switched-capacitor multi-bit ?? ADC including a reference-voltage buffer is implemented in 0.13 ?m CMOS. The single loop 3 b modulator features 14 b and 13 b dynamic range over 276 kHz and 1.1 MHz signal bandwidths, respectively. Clocked at 105 MHz, the ADC core consumes 8 mW from a 1.5 V supply.","Gaggl, R.; Inversi, M.; Wiesbauer, A.",Data for BW=1.1MHz, , ,,1100000,76,78,82,,,76,0.015,105000000,47.72727273,2200000,6818.181818,,1322.204604,,154.6530143,0.000601002,218.0772411
2004,4.7,OS,SDSC,0.18,A mirror image free two-path bandpass ?? modulator with 72 dB SNR and 86 dB SFDR,"A cross-coupled two-path ?? architecture generates transmission zeros at 1/3 of the clock frequency, thereby achieving a mirror image free response. The chip uses 0.18 ?m CMOS technology and is clocked at 2×60 MHz with a 40 MHz IF. The modulator achieves an 86 dB SFDR with a 2.5 MHz bandwidth and consumes 150 mW from a 1.8 V supply.","Ying, F.; Maloberti, F.", , ,1.1,,2500000,,72,,,86,72,0.15,120000000,24,5000000,30000,,9220.856686,,144.2184875,0.001844171,211.2081875
2004,4.8,OS,SDCT,0.18,A 2 mW 89 dB DR continuous-time ?? ADC with increased immunity to wide-band interferers,"A continuous-time ?? ADC with merged channel filter and programmable-gain functionality is presented. Interferers above full-scale can be applied without jeopardizing reception of weak desired signals. The merged design occupies 0.14 mm2 in 0.18 ?m CMOS, consumes 2 mW, and achieves 89 dB of dynamic range (DR) in a 1 MHz bandwidth.","Philips, K.; Nuijten, P.A.C.M.; Roovers, R.; Munoz, F.; Tejero, M.; Torralba, A.","DR=89dB, DRinst=68dB", ,0.14,,1000000,65,,68,,,65,0.00207,64000000,32,2000000,1035,,712.2381722,,151.8402965,0.000356119,214.8505965
2004,14.1,NQ,Folding,0.18,A 1.8V 1.6GS/s 8b self-calibrating folding ADC with 7.26 ENOB at Nyquist frequency,"A 1.8V folding-interpolating ADC in 0.18?m CMOS uses small device sizes to achieve a conversion rate exceeding 1.6GS/s. The inherent mismatch offsets are calibrated transparently, and at 1.6GS/s the ADC achieves 0.15LSB DNL, 0.35LSB INL, 7.5 ENOB at 100MHz input, and 7.26 ENOB at Nyquist.","Robert Taft, Chris Menkus, Maria Rosaria Tursi, Ols Hidri, and Valerie Pons", , ,8,,800000000,,45.8,,56,55,45.8,1.269,1600000000,1,1600000000,793.125,,4978.77159,,133.7962836,3.11E-06,225.8374835
2004,14.2,NQ,Folding,0.18,An 8b 600MS/s 200mW CMOS folding A/D converter using an amplifier preset technique,"An 8b CMOS folding ADC with resistive averaging and interpolation exhibits 7.5 ENOB and a maximum sample frequency of 600MS/s while dissipating only 200mW. The ADC utilizes preset switches at the outputs of the pre-amplifiers. Chip area is 0.2mm2, and supply voltage is 3.3/1.8V in 0.35/0.18?m CMOS. ",Govert Geelen and Edward Paulus, , ,0.2,,300000000,46.91,,,,,46.91,0.2,600000000,1,600000000,333.3333333,,1841.423909,,138.6709126,3.07E-06,226.4524251
2004,14.3,NQ,Pipe,0.13,A 1.2V 220MS/s 10b pipeline ADC implemented in 0.13µm digital CMOS,A 10b pipeline ADC fabricated in a 0.13?m pure digital CMOS process is presented. The supply voltage is 1.2V and the conversion rate is 120MS/s. The ADC maintains its performance down to 0.9V supply voltage and up to 220MS/s at a signal swing near full scale. Power consumption at 220MS/s is 135mW.,"Bjørnar Hernes, Atle Briskemyr, Terje N. Andersen, Frode Telstø, Thomas E. Bonnerud, and Øystein Moldsvor,", , ,1.3,,110000000,51,,,,,51,0.135,220000000,1,220000000,613.6363636,,2116.731346,,140.1105892,9.62E-06,223.534816
2004,14.4,NQ,"Pipe, TI",0.18,A 150MS/s 8b 71mW time-interleaved ADC in 0.18µm CMOS,"This paper presents a 150 MS/s 8 bit time-interleaved ADC which has been built in 0.18 ?m CMOS. Segmentation of the track-and-hold into separate circuits, driving the 1st stage comparators and two interleaved residue paths, together with signal scaling, results in a 45.4 dB SNDR for an 80 MHz input frequency, while dissipating 71 mW from a 1.8 V supply.","Sotirios Limotyrakis, Scott D. Kulchycki, David Su, and Bruce A. Wooley, ", , ,1.8,,75000000,45.4,,,,52.5,45.4,0.071,150000000,1,150000000,473.3333333,,3111.355572,,135.6380291,2.07E-05,217.3989417
2004,14.5,NQ,Two-Step,0.13,A 21mW 8b 125MS/s ADC occupying 0.09mm2 in 0.13µm CMOS,"An 8b subranging ADC uses interpolation, averaging, offset compensation and pipelining techniques to accomplish 7.6b ENOB at 125MS/s. The 0.13?m CMOS ADC occupies 0.09mm2 and consumes 21 mW. ","Jan Mulder, Christopher M. Ward, Chi-Hung Lin, Dave Kruse, Jan R. Westra, Marcel L. Lugthart, Erol Arslan, Rudy J. van de Plassche, Klaas Bult, and Frank M. L. van der Goes,", , ,0.09,,62500000,47.512,,,,,47.512,0.021,125000000,1,125000000,168,,865.9270664,,142.2486072,6.93E-06,223.2177074
2004,14.6,NQ,Flash,HBT,A 3b 40GS/s ADC-DAC in 0.12µm SiGe,"A 3b SiGe ADC-DAC produces a conversion rate of 40GS/s with >200 dynamic range over 12GHz bandwidth for receiver exciter applications. The 40GHz design and test methodology, as well as a new wideband quantizer front end, are described.","William Cheng, Wais Ali, Moon-Jung Choi, Kanon Liu, Tammy Tat, Don Devendorf, Lloyd Linder, and Ronald Stevens,", , ,3.96,,13000000000,20,,,,,20,3.8,40000000000,1,40000000000,95,,11631.41956,,117.212464,2.91E-07,223.2330639
2004,14.7,NQ,"SAR, TI",0.09,A 6b 600MHz 10mW ADC array in digital 90nm CMOS,A 6b converter array operates at a 600MHz clock frequency with input signals up to 600MHz and only 10mW power consumption. The array consists of 8 interleaved successive approximation converters implemented in a 90nm digital CMOS technology.,Dieter Draxelmayr, , ,,,300000000,31,,,,,31,0.01,600000000,1,600000000,16.66666667,,575.0466217,,135.7712125,9.58E-07,223.5527251
2004,25.1,NQ,Pipe,0.18,A digitally enhanced 1.8V 15b 40MS/s CMOS pipelined ADC,"A 1.8 V 15 b 40 MS/s CMOS pipelined ADC with 90 dB SFDR and 72 dB peak SNR over the full Nyquist band is described. ADC performance is enhanced by digital background calibration of DAC noise and interstage gain error. The IC is realized in a 0.18 ?m CMOS process, consumes 400 mW, and has a die size of 4 mm×5 mm. ","E. Siragusa and I. Galton,", , ,20,,20000000,,72,,88,90,72,0.394,40000000,1,40000000,9850,,3027.514612,,149.0553377,7.57E-05,225.0759377
2004,25.2,NQ,Pipe,0.18,A 15b 20MS/s CMOS pipelined ADC with digital background calibration,A 15 b 20 MS/s CMOS pipelined ADC is fabricated in a 0.18 ?m dual-gate CMOS technology and achieves 94 dB SFDR and 74 dB SNDR for a 8 MHz input. Digital calibration can proceed continuously in the background to maintain the ADC resolution. The chip occupies an area of 3.3×3.4 mm2 and dissipates 235 mW with 1.8 V and 3.3 V dual supplies. ,"Hung-Chih Liu, Zwei-Mei Lee, and Jieh-Tsorng Wu", , ,11.22,,10000000,74,,,,94,74,0.233,20000000,1,20000000,11650,,2844.238281,,150.3264408,0.000142212,223.3367407
2004,25.3,NQ,Pipe,0.25,A 96dB SFDR 50MS/s digitally enhanced CMOS pipeline A/D converter,A 96 dB SFDR 50 MS/s pipeline A/D converter has been designed in a 0.25 ?m CMOS process. An improved sample-and-hold and subtractive dither-continuous gain correction (SD-CGC) digital calibration are used to increase linearity. Prototype measurements show that the SNDR increases from 49 dB to 75 dB and the SFDR increases from 62 dB to 96 dB using the technique.,"K. Nair and R. Harjani,", , ,5.55,,25000000,75,,,,96,75,0.78,50000000,1,50000000,15600,,3394.373809,,150.0584541,6.79E-05,227.0481541
2004,25.4,NQ,Pipe,0.18,A 1.8V 14b 10MS/s pipelined ADC in 0.18µm CMOS with 99dB SFDR,"A 1.8 V, 14 b pipelined ADC using passive capacitor error-averaging and nested CMOS gain boosting achieves 99 dB SFDR for signal frequencies up to 5.1 MHz without trimming or calibration. With a 1 MHz analog input, DNL is 0.31 LSB, INL is 0.58 LSB, and SNDR is 73.6 dB. The chip occupies 15 mm2 in 0.18 ?m CMOS and dissipates 112 mW. ","Yun Chiu, Paul R. Gray, and Borivoje Nikolic", , ,15,,5000000,73.6,,,,99,73.6,0.112,10000000,1,10000000,11200,,2863.255264,,150.0975198,0.000286326,220.0975198
2004,25.5,NQ,Pipe,0.25,A 12b 80MS/s pipelined ADC with bootstrapped digital calibration,"A 12 b 80 MS/s pipelined ADC is calibrated for constant and signal-dependent gain errors as well as for slew-rate errors. With foreground calibration, peak SNDR is 72.6 dB, and peak SFDR is 85.4 dB. Using an on-chip microprocessor for calibration, the total power dissipation is 755 mW from 2.5 V, and the active area is 19.6 mm2 in a 0.25 ?m CMOS process. ","Carl R. Grace, Paul J. Hurst, and Stephen H. Lewis,", , ,19.6,,40000000,72.6,,,,84.5,72.6,0.755,80000000,1,80000000,9437.5,,2707.09809,,149.8411304,3.38E-05,228.8720303
2004,25.6,NQ,Pipe,0.13,An 80MHz 10b pipeline ADC with dynamic range doubling and dynamic reference selection,A 10 b 80 MHz pipeline ADC consumes 22 mA at 1.5 V and occupies a die area of 0.3 mm2 in a 0.13 ?m CMOS technology. The ADC is based on a conventional 1.5 b pipeline architecture combined with dynamic-range-doubling and dynamic-reference-selection algorithms.,"Olaf Stroeble, Victor Dias, and Christoph Schwoerer,", , ,0.3,,40000000,55.94,,,,,55.94,0.033,80000000,1,80000000,412.5,,805.6640625,,146.7754605,1.01E-05,225.8063604
2004,25.7,NQ,Pipe,0.18,A 14b-linear capacitor self-trimming pipelined ADC,"Capacitor mismatch in a 1.5 b/stage pipelined ADC is self-trimmed with a zero-forcing calibration loop based on ?? polarity detection. Signal-subtracted analog PN error correlation shortens background calibration time by a factor of 10. The 4.2×3.8 mm2 chip in 0.18 ?m CMOS exhibits 1 LSB INL at 14 b, 84 dB SFDR at 30 MS/s, and consumes 350 mW at 3 V. ","Seung-Tak Ryu, Sourja Ray, Bang-Sup Song, Gyu-Hyeong Cho, and Kanti Bacrania", , ,15.96,,15000000,61,,,78,84,61,0.35,30000000,1,30000000,11666.66667,,12724.81908,,137.3202321,0.000424161,212.0914447
2005,9.1,OS,"SDSC, Switched RC",0.35,A 0.6V 82dB ?? audio ADC using switched-RC integrators,"A 2-2 MASH ADC consumes 1mW from a 0.6V supply. It utilizes a local feedback loop for large input range, and switched-RC integrators to achieve high linearity without clock boosting or bootstrapping. The prototype IC is fabricated in a 0.35?m CMOS process. It provides 82dB DR over the A-weighted audio band, and 103dB SFDR at -3dBFS input.","Gil-cho Ahn; Dong-young Chang; Brown, M.; Ozaki, N.; Youra, H.; Yamamura, K.; Hamashita, K.; Takasuka, K.; Temes, G.C.; Un-Ku Moon", , ,2.88,,24000,81,81,82,,103,81,0.001,3072000,64,48000,20833.33333,,2271.767781,,154.8021124,0.047328495,201.6145248
2005,9.2,OS,SDSC,0.09,A low-power multi-bit ?? modulator in 90nm digital CMOS without DEM,"A 2nd-order 4b ?? modulator uses 3- and 5-level DAC. Truncating the ADC output while shaping and cancelling the error enables the use of low-resolution DAC and avoids DEM. The prototype is implemented in a 90nm digital CMOS technology and uses 2.1 mW from a 1.3V supply with a 40MHz clock. The SNDR is 52dB, 61dB and 72dB for an OSR of 10, 20 and 50, respectively.","Jiang Yu; Maloberti, F.", , ,0.4,,2000000,51,,58,,,51,0.0021,40000000,10,4000000,525,,1810.981262,,140.788107,0.000452745,206.8087069
2005,9.3,OS,SDSC,0.09,A 66dB DR 1.2V 1.2mW single-amplifier double-sampling 2nd-order ?? ADC for WCDMA in 90nm CMOS,"A single-amplifier double-sampling second-order ?? ADC with 5-level quantization is implemented in 90nm CMOS. To alleviate the capacitor mismatch issues in double sampling techniques, a single capacitor method is introduced, achieving 63dB peak SNDR and 66dB DR in a 1.94MHz bandwidth while consuming 1.2mW from a 1.2V supply.","Jinseok Koh; Yunyoung Choi; Gomez, G.", , ,0.26,,1940000,63,,66,,,63,0.0012,38400000,9.896907216,3880000,309.2783505,,267.9442131,,155.0862048,6.91E-05,220.9745221
2005,9.4,OS,SDSC,0.25,A 100dB SNR 2.5MS/s output data rate ?? ADC,"A multi-bit cascaded 2-2-0 ?? modulator in 0.25?m CMOS attains 100dB SNR in a 1MHz signal bandwidth. The complete A/D converter includes an on-chip operational amplifier for driving the large input capacitors dictated by kT/C noise, a reference buffer and a programmable decimation filter. The power consumption of the modulator including reference buffer is 475mW from a dual supply (2.5V and 5V).","Brewer, R.; Gorbold, J.; Hurrell, P.; Lyden, C.; Maurino, R.; Vickery, M.",DR manually extracted from plot, ,20.21,,1000000,,100,103,,,100,0.475,20000000,10,2000000,237500,,2905.187164,,163.2330639,0.001452594,226.2433639
2005,9.5,OS,"SDSC, Pipe",0.18,An 80MHz 4× oversampled cascaded ??-pipelined ADC with 75dB DR and 87dB SFDR,"A 2nd-order 4b ?? modulator in cascade with a 9b pipeline clocked at 80MHz achieves 75dB DR, 74dB peak SNR and more than 87dB SFDR in a 10MHz bandwidth by means of background digital linearization and noise-cancellation algorithms. The 0.18?m CMOS chip consumes 240mW including reference generator, digital decimator and correction logic.","Bosi, A.; Panigada, A.; Cesura, G.; Castello, R.", , ,4,,10000000,73.5,73.8,75,,87,73.5,0.24,80000000,4,20000000,12000,,3103.3002,,149.6978876,0.000155165,222.7081875
2005,9.6,OS,"SDCT, SDSC",0.35,A 106dB SNR hybrid oversampling ADC for digital audio,"A ?? ADC with a CT 1st-stage is presented. A hybrid tuning circuit adjusts the RC time constant to compensate for process, supply, and sampling rate variations. The ISI of the feedback DAC is eliminated by an RTZ scheme applied to the error current of the CT integrator. The ADC achieves 106dB SNR, -97dB THD+N, occupies 0.82mm2 in a 0.35?m CMOS process and dissipates 18mW. ","Nguyen, K.; Adams, B.; Sweetland, K.; Huaijin Chen; McLaughlin, K.", , ,0.82,,20000,97,106,106,,,97,0.018,6144000,153.6,40000,450000,,7775.672571,,157.4575749,0.194391814,203.4781748
2005,9.7,OS,"SDCT, SDSC",0.18,A 0.18?m 102dB-SNR mixed CT SC audio-band ?? ADC,A second-order mixed CT SC ?? modulator uses multi-bit feedback to reduce clock-jitter sensitivity. The chip is implemented in 0.18?m CMOS using 3.3V I/O devices and achieves 102dB SNR in a 20kHz bandwidth by using chopper stabilization to reduce flicker noise. The ADC core draws 11.3mA from a 3.3V supply and occupies 0.65mm2. ,"Morrow, P.; Chamarro, M.; Lyden, C.; Ventura, P.; Abo, A.; Matamura, A.; Keane, M.; O'Brien, R.; Minogue, P.; Mansson, J.; McGuinness, N.; McGranaghan, M.; Ryan, I.", , ,0.65,,20000,,102,,,,102,0.037,6144000,153.6,40000,925000,,8987.569672,,159.3282827,0.224689242,205.3488826
2005,15.2,NQ,Pipe,0.09,A 3.3 mW 12 MS/s 10b pipelined ADC in 90 nm digital CMOS,A 10b pipelined ADC has been realized in a digital 90 nm CMOS technology using techniques such as switched opamps and switched-input buffers. Measurements show that this ADC samples at 12 MS/s achieving a peak SNDR of 52.6 dB using a 1.2 V supply. It consumes 3.3 mW and occupies 0.3 mm2 core area. ,"Wang, R.; Martin, K.; Johns, D.; Burra, G.", , ,0.3,,6000000,52.6,,,,,52.6,0.0033,12000000,1,12000000,275,,789.0043089,,145.1963731,6.58E-05,215.9881856
2005,15.3,NQ,"Pipe, Scalable",0.18,A 50 MS/s (35 mW) to 1 kS/s (15 ?W) power scaleable 10b pipelined ADC with minimal bias current variation,A new opamp with a short power-on time is used in a 10b 1.5b/stage power scalable pipelined ADC in 0.18 ?m CMOS. A current modulation technique is used so that as the power is varied from 15 ?W (at 1 kS/s) to 35 mW (at 50 MS/s) the bias currents only increase by a factor of 50. The SNDR is 54 to 56 dB for all sampling rates.,"Ahmed, I.; Johns, D.", , ,1.2,,25000000,55,,,,,55,0.035,50000000,1,50000000,700,,1523.465988,,143.5387196,3.05E-05,220.5284197
2005,15.4,NQ,Pipe,0.18,A 10 b 125 MS/s 40 mW pipelined ADC in 0.18 ?m CMOS,"A 10 b 125 MS/s pipelined ADC uses a new front-end circuit and consumes 40 mW from a 1.8 V supply. The ADC is implemented in a 0.18 ?m CMOS process and has an active area of 1.1×0.6 mm2. Measured INL (integral nonlinearity) and DNL (differential nonlinearity) are within ±0.7 LSB, and ±0.5 LSB, respectively. Peak SNDR is 53.7 dB with a 2 MHz input.","Yoshioka, M.; Kudo, M.; Gotoh, K.; Watanabe, Y.", , ,0.66,,62500000,53.7,,,,,53.7,0.04,125000000,1,125000000,320,,808.8931888,,145.6382003,6.47E-06,226.6073004
2005,15.5,NQ,Pipe,0.18,A 30mW 8b 200MS/s pipelined CMOS ADC using a switched-opamp technique,"An 8b 200MS/s 2.8b-per-stage pipelined ADC is realized in a 0.18?m CMOS process. By using partially switched operational amplifiers, the ADC consumes 30mW from a 1.8V supply and occupies 0.15mm2. The ADC achieves 47.3dB SNDR, 55.8dB SFDR, and 7.6 ENOB for a 90MHz input at 200MS/s.",Hwi-Cheol Kim; Deog-Kyoon Jeong; Wonchan Kim, , ,0.15,,100000000,47.3,,,,55.8,47.3,0.03,200000000,1,200000000,150,,792.2538317,,142.5287875,3.96E-06,225.5390874
2005,27.1,OS,SDCT,0.13,A 3mW 74dB SNR 2MHz CT ?? ADC with a tracking-ADC-quantizer in 0.13 ?m CMOS,"A third-order CT multibit ?? ADC for wireless applications is implemented in 0.13 ?m CMOS. Instead of using a 4b flash quantizer, a tracking ADC composed of 3 comparators with interpolation is used to reduce the power consumption. Over a bandwidth of 2MHz the SNR is 74dB. The ADC consumes 3mW from a 1.5V supply when clocked at 104MHz.","Dorrer, L.; Kuttner, F.; Greco, P.; Derksen, S.", , ,0.3,,2000000,71,72,80,,,71,0.003,104000000,26,4000000,750,,258.6522516,,159.2390874,6.47E-05,225.2596873
2005,27.2,OS,SDCT,0.11,A 1.2V 3.5mW ?? modulator with a passive current summing network and a variable gain function,"A 1.2V 3.5mW CT ?? modulator with a mixer for a mobile digital TV receiver is implemented in 0.11 ?m CMOS. A current summing network composed of passive elements is used in the loop filter feedforward path, contributing to the low power consumption. A 78dB total DR is achieved by varying the DAC output power with the input signal power.","Nagai, T.; Satou, H.; Yamazaki, H.; Watanabe, Y.", , ,0.62,,428000,,63,75,,,63,0.0035,132000000,154.2056075,856000,4088.785047,,3542.33101,,143.8737572,0.004138237,203.1984949
2005,27.3,OS,SDCT,0.09,A 4th-order 86dB CT ?? ADC with two amplifiers in 90nm CMOS,A fourth-order 1b CT ?? converter using a two-amplifier loop and a 267MHz sampling frequency is implemented in 90nm CMOS. A double-loop architecture couples passive poles with a reduced number of active blocks to improve area and power while achieving 86dB peak SNR over a 600kHz band.,"Das, A.; Hezar, R.; Byrd, R.; Gomez, G.; Haroun, B.", , ,0.25,,600000,,86,86,,,86,0.0054,267000000,222.5,1200000,4500,,275.9260944,,166.4575749,0.000229938,227.2493874
2005,27.4,OS,SDCT,0.09,A low-noise low-voltage CT ?? modulator with digital compensation of excess loop delay,"The implementation of a 3rd-order 50MS/s CT ?? modulator with 5 levels of quantization, for a CDMA2k receiver, is presented. Its 9nVrms/?Hz input referred noise produces 80dB of DR in a 600kHz BW for signals as low as 70mVrms. It draws 4mA from a single 1.5V supply, uses a 90nm CMOS process and occupies 0.25mm2. ","Fontaine, P.; Mohieldin, A.N.; Bellaouar, A.", , ,0.25,,600000,74,77,77,,,74,0.006,50400000,42,1200000,5000,,1220.703125,,154,0.001017253,214.7918125
2005,27.5,OS,"SDCT, Filter",0.18,A 4.7mW 89.5dB DR CT complex ?? ADC with built-in LPF,"A CT complex ?? ADC with built-in LPF is presented. A modified feedback topology is used to improve robustness to interferers near fg/2 or fs. Adding programmable gain control, the 0.18 ?m CMOS ADC achieves 89.5dB DR in a 1MHz BW, consuming 4.7mW from a 1.8V supply. ","Munoz, F.; Philips, K.; Torralba, A.","DR=89.5dB, DRinst=70dB", ,0.1976,,1000000,70,,70,,,70,0.0047,64000000,32,2000000,2350,,909.3432449,,153.2790214,0.000454672,216.2893214
